ED-ED-EMACS	1	ED	1	INSERT-WORD	747	2	160.575	0	2	0	0
ED-ED-EMACS	1	ED	1	REPLACE-LINE	460	2	107.927	0	2	0	0
ED-ED-EMACS	1	ED	1	REPLACE-WORD	966	2	198.2038	0	2	0	0
ED-ED-EMACS	1	ED	1	DELETE-WORD	538	2	117.0621	0	2	0	0
ED-ED-EMACS	1	ED	1	DELETE-LINE	418	6	98.1857	0	6	0	0
ED-ED-EMACS	1	ED	1	INSERT-LINE	317	6	91.8868	0	6	0	0
ED-ED-EMACS	1	ED	2	REPLACE-LINE	343	6	111.558	0	6	0	0
ED-ED-EMACS	1	ED	2	INSERT-WORD	1026	6	256.651	0	6	0	0
ED-ED-EMACS	1	ED	2	DELETE-WORD	793	16	205.8136	2	14	0	0
ED-ED-EMACS	1	ED	2	DELETE-LINE	235	16	61.458	2	14	0	0
ED-ED-EMACS	1	ED	2	REPLACE-WORD	463	16	122.3704	2	14	0	0
ED-ED-EMACS	1	ED	2	INSERT-LINE	282	16	91.9848	2	14	0	0
ED-ED-EMACS	1	ED	3	REPLACE-WORD	401	18	106.8216	2	16	0	0
ED-ED-EMACS	1	ED	3	INSERT-WORD	607	18	157.726	2	16	0	0
ED-ED-EMACS	1	ED	3	DELETE-WORD	574	27	145.7048	5	22	0	0
ED-ED-EMACS	1	ED	3	REPLACE-LINE	272	27	81.916	5	22	0	0
ED-ED-EMACS	1	ED	3	DELETE-LINE	218	32	56.85	6	26	0	0
ED-ED-EMACS	1	ED	3	INSERT-LINE	246	32	73.1582	6	26	0	0
ED-ED-EMACS	1	ED	4	INSERT-WORD	423	32	127.0871	6	26	0	0
ED-ED-EMACS	1	ED	4	REPLACE-LINE	274	32	85.4768	6	26	0	0
ED-ED-EMACS	1	ED	4	REPLACE-WORD	552	32	148.368	6	26	0	0
ED-ED-EMACS	1	ED	4	DELETE-WORD	304	32	82.0168	6	26	0	0
ED-ED-EMACS	1	ED	4	DELETE-LINE	287	35	77.8268	7	28	0	0
ED-ED-EMACS	1	ED	4	INSERT-LINE	217	35	72.2294	7	28	0	0
ED-ED-EMACS	1	ED	5	REPLACE-LINE	244	35	90.4449	7	28	0	0
ED-ED-EMACS	1	ED	5	INSERT-WORD	496	35	174.736	7	28	0	0
ED-ED-EMACS	1	ED	5	DELETE-WORD	437	36	140.2245	7	29	0	0
ED-ED-EMACS	1	ED	5	DELETE-LINE	182	36	49.5236	7	29	0	0
ED-ED-EMACS	1	ED	5	REPLACE-WORD	345	36	101.203	7	29	0	0
ED-ED-EMACS	1	ED	5	INSERT-LINE	218	36	80.6666	7	29	0	0
ED-ED-EMACS	1	ED	6	REPLACE-WORD	309	40	91.9306	7	33	0	0
ED-ED-EMACS	1	ED	6	INSERT-WORD	415	42	121.72	7	35	0	0
ED-ED-EMACS	1	ED	6	DELETE-WORD	398	42	107.509	7	35	0	0
ED-ED-EMACS	1	ED	6	REPLACE-LINE	202	42	71.7488	7	35	0	0
ED-ED-EMACS	1	ED	6	DELETE-LINE	165	43	45.4885	8	35	0	0
ED-ED-EMACS	1	ED	6	INSERT-LINE	200	46	66.872	9	37	0	0
ED-ED-EMACS	1	ED	7	INSERT-WORD	341	46	113.2664	9	37	0	0
ED-ED-EMACS	1	ED	7	REPLACE-LINE	209	46	71.4375	9	37	0	0
ED-ED-EMACS	1	ED	7	REPLACE-WORD	488	46	134.1125	9	37	0	0
ED-ED-EMACS	1	ED	7	DELETE-WORD	230	46	74.1108	9	37	0	0
ED-ED-EMACS	1	ED	7	DELETE-LINE	232	46	62.4446	9	37	0	0
ED-ED-EMACS	1	ED	7	INSERT-LINE	179	46	66.3667	9	37	0	0
ED-ED-EMACS	1	ED	8	REPLACE-LINE	207	46	83.866	9	37	0	0
ED-ED-EMACS	1	ED	8	INSERT-WORD	425	46	157.9047	9	37	0	0
ED-ED-EMACS	1	ED	8	DELETE-WORD	373	46	128.315	9	37	0	0
ED-ED-EMACS	1	ED	8	DELETE-LINE	147	46	44.7712	9	37	0	0
ED-ED-EMACS	1	ED	8	REPLACE-WORD	282	46	89.2365	9	37	0	0
ED-ED-EMACS	1	ED	8	INSERT-LINE	183	49	72.385	9	40	0	0
ED-ED-EMACS	1	ED	9	REPLACE-WORD	258	49	81.7898	9	40	0	0
ED-ED-EMACS	1	ED	9	INSERT-WORD	367	49	107.858	9	40	0	0
ED-ED-EMACS	1	ED	9	DELETE-WORD	353	55	101.0152	11	44	0	0
ED-ED-EMACS	1	ED	9	REPLACE-LINE	170	55	63.885	11	44	0	0
ED-ED-EMACS	1	ED	9	DELETE-LINE	134	55	40.3748	11	44	0	0
ED-ED-EMACS	1	ED	9	INSERT-LINE	170	55	58.375	11	44	0	0
ED-ED-EMACS	1	ED	10	INSERT-WORD	313	55	97.3453	11	44	0	0
ED-ED-EMACS	1	ED	10	REPLACE-LINE	184	55	67.7336	11	44	0	0
ED-ED-EMACS	1	ED	10	REPLACE-WORD	412	56	119.2186	12	44	0	0
ED-ED-EMACS	1	ED	10	DELETE-WORD	215	63	64.8312	15	48	0	0
ED-ED-EMACS	1	ED	10	DELETE-LINE	182	63	55.8264	15	48	0	0
ED-ED-EMACS	1	ED	10	INSERT-LINE	153	63	62.2449	15	48	0	0
ED-ED-EMACS	1	ED	11	REPLACE-LINE	193	64	80.3268	16	48	0	0
ED-ED-EMACS	1	ED	11	INSERT-WORD	367	65	135.2044	17	48	0	0
ED-ED-EMACS	1	ED	11	DELETE-WORD	325	66	107.143	18	48	0	0
ED-ED-EMACS	1	ED	11	DELETE-LINE	105	68	34.9888	20	48	0	0
ED-ED-EMACS	1	ED	11	REPLACE-WORD	219	68	70.3036	20	48	0	0
ED-ED-EMACS	1	ED	11	INSERT-LINE	136	68	63.5801	20	48	0	0
ED-ED-EMACS	1	ED	12	REPLACE-WORD	217	68	72.096	20	48	0	0
ED-ED-EMACS	1	ED	12	INSERT-WORD	302	68	88.3341	20	48	0	0
ED-ED-EMACS	1	ED	12	DELETE-WORD	285	69	77.8713	21	48	0	0
ED-ED-EMACS	1	ED	12	REPLACE-LINE	136	69	53.4583	21	48	0	0
ED-ED-EMACS	1	ED	12	DELETE-LINE	95	69	31.9684	21	48	0	0
ED-ED-EMACS	1	ED	12	INSERT-LINE	136	69	52.8658	21	48	0	0
ED-ED-EMACS	1	ED	13	INSERT-WORD	263	69	86.9564	21	48	0	0
ED-ED-EMACS	1	ED	13	REPLACE-LINE	154	69	60.122	21	48	0	0
ED-ED-EMACS	1	ED	13	REPLACE-WORD	379	69	103.57	21	48	0	0
ED-ED-EMACS	1	ED	13	DELETE-WORD	172	69	53.3344	21	48	0	0
