procedure-a	1	1	0.361963606	24	644	3	0	408	36.1181	24.3181	0	1.2
procedure-a	1	2	0.312008119	2	554	5	0	347	31.1507	20.8007	0	0.9
procedure-a	1	3	0.244353524	26	373	9	0	245	21.0119	14.6119	0	0.3
procedure-a	1	4	0.213830011	5	380	16	0	232	21.6173	14.2173	0	0.9
procedure-a	1	5	0.195621125	5	347	19	0	224	20.0082	13.8582	0	0.3
procedure-a	1	6	0.142106279	3	233	19	0	144	13.2482	8.7982	0	0.3
procedure-a	2	1	0.278651117	24	454	23	0	277	25.5119	16.6619	0	1.2
procedure-a	2	2	0.225547798	2	376	32	0	225	22.0524	14.5024	0	0.9
procedure-a	2	3	0.217505604	26	280	35	0	177	16.0408	10.8908	0	0.3
procedure-a	2	4	0.170259853	5	276	40	0	156	15.7949	9.7949	0	0.9
procedure-a	2	5	0.175668793	5	262	40	0	159	14.9291	9.7791	0	0.3
procedure-a	2	6	0.129062005	3	191	43	0	112	10.9564	7.0064	0	0.3
procedure-a	3	1	0.253967625	24	381	43	0	222	21.5071	13.5571	0	1.2
procedure-a	3	2	0.190585644	2	304	53	0	169	17.5083	10.7583	0	0.9
procedure-a	3	3	0.199520415	26	273	53	0	172	15.6393	10.5893	0	0.3
procedure-a	3	4	0.156161348	5	239	57	0	129	13.6778	8.1778	0	0.9
procedure-a	3	5	0.173918067	5	250	72	0	150	14.6414	9.6414	0	0.3
procedure-a	3	6	0.104201017	3	133	72	0	65	7.7863	4.3863	0	0.3
procedure-a	4	1	0.260037732	24	350	73	0	198	20.1135	12.5135	0	1.2
procedure-a	4	2	0.180631468	2	243	76	0	123	14.5602	8.5602	0	0.9
procedure-a	4	3	0.179523301	26	223	94	0	131	12.7683	8.1683	0	0.3
procedure-a	4	4	0.156046462	5	219	101	0	113	12.5866	7.2866	0	0.9
procedure-a	4	5	0.1534444	5	206	106	0	114	12.3281	7.7281	0	0.3
procedure-a	4	6	0.129114021	3	133	106	0	65	7.8325	4.4325	0	0.3
procedure-a	5	1	0.205085865	24	259	106	0	130	15.0902	8.6402	0	1.2
procedure-a	5	2	0.180886165	2	216	106	0	101	12.8224	7.0724	0	0.9
procedure-a	5	3	0.149544976	26	166	106	0	90	10.0173	6.2173	0	0.3
procedure-a	5	4	0.142409711	5	188	106	0	89	11.1258	6.1758	0	0.9
procedure-a	5	5	0.144923435	5	187	106	0	99	11.1921	6.7921	0	0.3
procedure-a	5	6	0.103296861	3	133	107	0	65	7.9542	4.5542	0	0.3
procedure-a	6	1	0.207445427	24	258	109	0	129	15.3303	8.8803	0	1.2
procedure-a	6	2	0.174367723	2	209	109	0	95	12.2521	6.5521	0	0.9
procedure-a	6	3	0.145967098	26	166	109	0	90	10.1230	6.3230	0	0.3
procedure-a	6	4	0.140067288	5	180	111	0	82	10.7328	5.8328	0	0.9
procedure-a	6	5	0.146419675	5	185	111	0	97	11.4031	7.0031	0	0.3
procedure-a	6	6	0.102779849	3	132	111	0	64	8.0450	4.6450	0	0.3
procedure-a	7	1	0.204693043	24	250	111	0	122	14.3535	7.9535	0	1.2
procedure-a	7	2	0.167061952	2	208	111	0	94	12.1908	6.4908	0	0.9
procedure-a	7	3	0.14489847	26	166	111	0	90	10.0626	6.2626	0	0.3
procedure-a	7	4	0.139920842	5	178	112	0	80	10.3388	5.4388	0	0.9
procedure-a	7	5	0.159121653	5	179	112	0	92	10.6310	6.2810	0	0.3
procedure-a	7	6	0.109813976	3	126	113	0	59	7.4860	4.1360	0	0.3
procedure-a	8	1	0.203948612	24	244	127	0	117	14.2386	7.8886	0	1.2
procedure-a	8	2	0.166710364	2	202	128	0	89	11.7833	6.1333	0	0.9
procedure-a	8	3	0.152041801	26	166	150	0	90	9.9429	6.1429	0	0.3
procedure-a	8	4	0.138224475	5	172	153	0	75	9.9146	5.0646	0	0.9
procedure-a	8	5	0.146615514	5	179	168	0	92	10.7016	6.3516	0	0.3
